date,region,apple_driving,apple_walking,apple_transit,apple,google_retail,google_grocery,google_workplaces,google_residential,google,telco
2020-11-10,north,91.37,116.82,,104.095,-12,0,-25,9,-12.333333333333334,5.659006817269515e6
2020-11-10,zealand,115.63,131.76,112.6,119.99666666666667,-3,-1,-15,5,-6.333333333333333,6.78820077464046e6
2020-11-10,south,111.97,124.11,95.34,110.47333333333331,0,0,-12,4,-4.0,1.1780505112737644e7
2020-11-11,capital,105.3,94.0,69.45,89.58333333333333,-12,-10,-23,8,-15.0,1.5545658470216408e7
2020-11-11,central,113.35,122.36,101.23,112.31333333333333,-6,-6,-13,6,-8.333333333333334,1.3222182507368702e7
2020-11-11,north,90.06,113.84,,101.95,-13,-3,-28,10,-14.666666666666666,5.682665353103876e6
2020-11-11,zealand,115.67,135.24,109.0,119.97000000000001,-2,-3,-16,6,-7.0,6.783668398133414e6
2020-11-11,south,111.74,132.77,90.35,111.62,0,-2,-11,5,-4.333333333333333,1.180958228793319e7
2020-11-12,capital,104.87,93.6,70.53,89.66666666666667,-12,-9,-22,8,-14.333333333333334,1.5716138864704555e7
2020-11-12,central,115.78,125.37,96.6,112.58333333333333,-5,-7,-13,6,-8.333333333333334,1.3285822477190316e7
2020-11-12,north,92.59,112.55,,102.57,-13,-6,-26,11,-15.0,5.68259591999949e6
2020-11-12,zealand,117.09,127.71,104.03,116.27666666666669,0,-1,-17,6,-6.0,6.83235428477217e6
2020-11-12,south,114.62,126.45,95.27,112.11333333333333,1,-2,-11,5,-4.0,1.1859458968144078e7
2020-11-13,capital,108.87,116.68,82.62,102.72333333333334,-13,-9,-22,8,-14.666666666666666,1.5699003256781502e7
2020-11-13,central,122.99,151.93,110.69,128.53666666666666,-5,-6,-14,6,-8.333333333333334,1.3311922417270303e7
2020-11-13,north,95.48,133.55,,114.51500000000001,-16,-4,-25,10,-15.0,5.752857978048681e6
2020-11-13,zealand,122.18,149.49,113.37,128.34666666666666,-1,-2,-17,6,-6.666666666666667,6.958460081067132e6
2020-11-13,south,122.34,147.89,104.47,124.90000000000002,-1,-1,-11,5,-4.333333333333333,1.1986463575740108e7
2020-11-14,capital,97.13,113.3,77.88,96.10333333333334,-17,-10,-9,3,-12.0,1.2510277907672506e7
2020-11-14,central,111.33,149.13,97.94,119.46666666666665,-6,-6,-7,3,-6.333333333333333,1.0128347045526274e7
2020-11-14,north,84.11,124.0,,104.055,-14,-3,-9,6,-8.666666666666666,4.445237914030415e6
2020-11-14,zealand,112.26,143.25,113.71,123.07333333333332,-3,-3,-5,3,-3.6666666666666665,5.895615992450836e6
2020-11-14,south,108.15,146.4,88.24,114.26333333333334,-2,1,-3,3,-1.3333333333333333,9.159221461703515e6
2020-11-15,capital,93.83,86.32,70.11,83.42,-8,-13,-12,2,-11.0,1.1212003556870636e7
2020-11-15,central,109.2,107.82,100.26,105.75999999999999,-1,-9,-13,3,-7.666666666666667,8.820478698880047e6
2020-11-15,north,84.63,94.85,,89.74,-12,-7,-15,5,-11.333333333333334,3.863052907203998e6
2020-11-15,zealand,121.37,119.21,117.91,119.49666666666667,4,-4,-7,2,-2.3333333333333335,5.194030833139678e6
2020-11-15,south,108.31,107.99,96.93,104.41000000000001,11,-3,-8,2,0.0,7.974626781272849e6
2020-11-16,capital,101.59,89.14,74.51,88.41333333333334,-11,-14,-23,8,-16.0,1.496381780773263e7
2020-11-16,central,109.43,120.49,93.91,107.94333333333334,-3,-8,-14,6,-8.333333333333334,1.2703617860279482e7
2020-11-16,north,93.53,116.32,,104.925,-10,-1,-26,9,-12.333333333333334,5.591442083850014e6
2020-11-16,zealand,111.82,125.37,104.46,113.88333333333333,-2,-6,-16,6,-8.0,6.542175881118303e6
2020-11-16,south,109.45,120.03,91.37,106.95,0,-5,-11,5,-5.333333333333333,1.1289848688407917e7
2020-11-17,capital,106.49,92.18,75.4,91.35666666666668,-12,-10,-22,8,-14.666666666666666,1.5132840916052844e7
2020-11-17,central,114.77,122.09,95.93,110.93,-5,-6,-14,6,-8.333333333333334,1.3364051350458922e7
2020-11-17,north,93.22,111.46,,102.34,-11,-2,-21,9,-11.333333333333334,5.771769028289277e6
2020-11-17,zealand,114.42,129.07,106.34,116.61000000000001,-3,-4,-15,5,-7.333333333333333,6.921367211219529e6
2020-11-17,south,111.61,120.38,93.04,108.34333333333335,2,-1,-11,5,-3.3333333333333335,1.1779822898404015e7
2020-11-18,capital,106.75,91.92,75.36,91.34333333333335,-12,-11,-21,8,-14.666666666666666,1.5005855831861485e7
2020-11-18,central,114.44,122.26,98.84,111.84666666666665,-6,-7,-12,6,-8.333333333333334,1.327738476011765e7
2020-11-18,north,94.34,115.98,,105.16,-12,-3,-23,9,-12.666666666666666,5.754842670258752e6
2020-11-18,zealand,113.79,126.44,107.54,115.92333333333335,-3,-2,-14,6,-6.333333333333333,6.85382883246838e6
2020-11-18,south,111.96,123.89,92.14,109.33,-1,-1,-10,5,-4.0,1.1785387974726075e7
2020-11-19,capital,103.94,89.14,72.54,88.54,-13,-11,-22,8,-15.333333333333334,1.4998732137663728e7
2020-11-19,central,113.95,114.98,92.19,107.04,-4,-7,-12,6,-7.666666666666667,1.3361696021676982e7
2020-11-19,north,96.54,113.61,,105.075,-12,-9,-21,9,-14.0,5.804646653209447e6
2020-11-19,zealand,117.86,120.97,100.43,113.08666666666666,-1,-3,-17,6,-7.0,6.9181981177047035e6
2020-11-19,south,113.16,125.92,91.18,110.08666666666666,2,-2,-11,5,-3.6666666666666665,1.1901096009464255e7
2020-11-20,capital,113.87,115.59,81.46,103.64,-11,-9,-22,8,-14.0,1.5118244429725947e7
2020-11-20,central,125.93,148.84,111.93,128.9,-3,-6,-13,5,-7.333333333333333,1.3552375303555194e7
2020-11-20,north,108.6,139.55,,124.075,-8,-1,-17,6,-8.666666666666666,6.027518177123407e6
2020-11-20,zealand,146.93,148.35,128.45,141.2433333333333,5,0,-16,5,-3.6666666666666665,7.208414734950366e6
2020-11-20,south,123.6,150.24,101.73,125.19000000000001,2,-1,-11,5,-3.3333333333333335,1.2020117532005852e7
2020-11-21,capital,96.79,102.26,82.03,93.69333333333334,-20,-13,-11,5,-14.666666666666666,1.1686669552681267e7
2020-11-21,central,111.21,136.49,96.75,114.81666666666666,-7,-6,-10,4,-7.666666666666667,9.8480425926327e6
2020-11-21,north,90.07,114.04,,102.055,-10,-3,-12,5,-8.333333333333334,4.297720244926711e6
2020-11-21,zealand,107.85,130.2,112.68,116.91000000000001,-4,-4,-8,4,-5.333333333333333,5.709040852660177e6
2020-11-21,south,106.8,129.96,88.12,108.29333333333334,-5,0,-5,4,-3.3333333333333335,8.71138059058336e6
2020-11-22,capital,92.17,79.42,72.15,81.24666666666667,-6,-12,-13,3,-10.333333333333334,1.0806587190188013e7
2020-11-22,central,108.62,100.67,94.5,101.26333333333334,1,-8,-11,3,-6.0,8.800741696242249e6
2020-11-22,north,92.15,88.44,,90.295,-7,-8,-13,3,-9.333333333333334,3.876770599497784e6
2020-11-22,zealand,111.87,108.79,110.8,110.48666666666668,7,-4,-8,2,-1.6666666666666667,5.263257854681165e6
2020-11-22,south,103.92,99.77,94.95,99.54666666666667,12,-4,-8,2,0.0,7.857654988215822e6
2020-11-23,capital,100.6,85.49,70.66,85.58333333333333,-9,-13,-23,8,-15.0,1.4704617327110283e7
2020-11-23,central,109.63,111.5,95.78,105.63666666666666,0,-6,-13,5,-6.333333333333333,1.3040682505162962e7
2020-11-23,north,99.44,115.26,,107.35,-1,2,-16,6,-5.0,5.872835966587569e6
2020-11-23,zealand,111.79,126.34,110.45,116.19333333333333,1,-3,-16,5,-6.0,6.795902543020526e6
2020-11-23,south,108.39,124.47,93.16,108.67333333333333,4,-3,-10,5,-3.0,1.1513003506185653e7
2020-11-24,capital,103.37,88.15,69.02,86.84666666666668,-10,-9,-22,8,-13.666666666666666,1.5389705019444771e7
2020-11-24,central,112.6,116.25,98.43,109.09333333333332,-2,-4,-13,6,-6.333333333333333,1.3243981737250319e7
2020-11-24,north,102.58,118.85,,110.715,-1,0,-11,6,-4.0,5.922892813675645e6
2020-11-24,zealand,113.98,124.3,103.68,113.98666666666668,2,-1,-14,5,-4.333333333333333,6.64275764534275e6
2020-11-24,south,110.35,126.04,88.18,108.19,6,1,-11,5,-1.3333333333333333,1.1695179587439254e7
2020-11-25,capital,103.94,90.94,68.69,87.85666666666667,-7,-8,-21,8,-12.0,1.4656364123535793e7
2020-11-25,central,113.23,122.65,94.06,109.98,-2,-4,-12,5,-6.0,1.1973619556054942e7
2020-11-25,north,104.34,125.42,,114.88,-1,0,-13,5,-4.666666666666667,5.508158037766671e6
2020-11-25,zealand,112.1,132.94,92.2,112.41333333333334,3,0,-14,5,-3.6666666666666665,5.952869514563284e6
2020-11-25,south,109.77,125.55,78.72,104.67999999999999,4,1,-10,5,-1.6666666666666667,1.0579126710997859e7
2020-11-26,capital,106.13,94.03,72.48,90.88,-6,-7,-21,7,-11.333333333333334,1.4897793032225005e7
2020-11-26,central,116.21,127.26,94.02,112.49666666666667,4,-1,-11,5,-2.6666666666666665,1.2221154405454952e7
2020-11-26,north,105.57,125.03,,115.3,3,0,-11,5,-2.6666666666666665,5.594003653463345e6
2020-11-26,zealand,114.17,130.59,93.06,112.60666666666667,9,4,-15,5,-0.6666666666666666,6.081524299749972e6
2020-11-26,south,112.52,126.27,88.5,109.09666666666665,11,5,-10,4,2.0,1.0846291474780658e7
2020-11-27,capital,114.33,116.87,79.37,103.52333333333333,0,-3,-21,7,-8.0,1.5039656847484935e7
2020-11-27,central,124.0,153.5,101.83,126.44333333333333,11,1,-12,4,0.0,1.2499447754428942e7
2020-11-27,north,113.38,156.0,,134.69,9,6,-11,3,1.3333333333333333,5.727490834270147e6
2020-11-27,zealand,123.43,157.71,107.11,129.41666666666666,18,9,-16,4,3.6666666666666665,6.27757398402327e6
2020-11-27,south,120.71,152.53,89.2,120.81333333333333,17,8,-11,3,4.666666666666667,1.1071590608681181e7
2020-11-28,capital,94.83,100.04,73.75,89.54,-13,-6,-5,3,-8.0,1.1761265673784656e7
2020-11-28,central,108.73,134.64,94.62,112.66333333333334,0,2,-5,3,-1.0,9.515279417747958e6
2020-11-28,north,102.1,143.66,,122.88,2,8,-5,3,1.6666666666666667,4.306115105063592e6
2020-11-28,zealand,105.61,136.94,106.51,116.35333333333334,4,5,-4,3,1.6666666666666667,5.203971049266954e6
2020-11-28,south,104.7,133.91,89.58,109.39666666666666,4,8,-1,3,3.6666666666666665,8.47777513755229e6
2020-11-29,capital,88.67,70.25,61.55,73.49000000000001,-6,-8,-9,2,-7.666666666666667,1.0752574140765741e7
2020-11-29,central,103.41,93.59,89.35,95.45,7,4,-8,2,1.0,8.638263873811506e6
2020-11-29,north,93.28,96.47,,94.875,4,5,-7,2,0.6666666666666666,3.9245794231217513e6
2020-11-29,zealand,108.51,107.7,93.57,103.25999999999999,12,8,-6,2,4.666666666666667,4.799343302105565e6
2020-11-29,south,100.08,91.6,87.16,92.94666666666667,17,7,-6,2,6.0,7.741372630593566e6
2020-11-30,capital,103.12,87.33,69.82,86.75666666666666,-2,-7,-24,7,-11.0,1.4473200250077302e7
2020-11-30,central,113.3,116.98,102.65,110.97666666666667,9,3,-13,5,-0.3333333333333333,1.1906456383383794e7
2020-11-30,north,107.8,124.13,,115.965,7,11,-15,5,1.0,5.473248039078962e6
2020-11-30,zealand,115.98,127.74,102.14,115.28666666666668,12,9,-16,5,1.6666666666666667,6.019332878354938e6
2020-11-30,south,112.57,123.33,89.97,108.62333333333333,14,8,-10,4,4.0,1.0640436211864062e7
2020-12-01,capital,106.83,93.29,71.05,90.39,-5,-2,-22,7,-9.666666666666666,1.4985090538267445e7
2020-12-01,central,117.2,124.72,99.96,113.96,5,5,-13,5,-1.0,1.2132761503267433e7
2020-12-01,north,108.14,130.39,,119.26499999999999,6,9,-10,4,1.6666666666666667,5.605227732386326e6
2020-12-01,zealand,115.19,134.73,96.4,115.44,9,8,-14,5,1.0,6.109136419891841e6
2020-12-01,south,113.19,130.38,88.5,110.69,13,11,-10,4,4.666666666666667,1.0804808792903902e7
2020-12-02,capital,105.46,94.81,70.81,90.36,-7,-6,-22,8,-11.666666666666666,1.5022710949316246e7
2020-12-02,central,116.35,126.53,98.99,113.95666666666666,1,2,-11,5,-2.6666666666666665,1.2218834853850901e7
2020-12-02,north,109.39,137.17,,123.28,3,7,-12,5,-0.6666666666666666,5.643541241303727e6
2020-12-02,zealand,119.78,135.55,94.09,116.47333333333334,6,6,-14,5,-0.6666666666666666,6.121689110848057e6
2020-12-02,south,112.32,128.89,86.2,109.13666666666666,8,7,-10,5,1.6666666666666667,1.087306005278389e7
2020-12-03,capital,105.46,91.32,73.27,90.01666666666665,-8,-5,-23,8,-12.0,1.4622334817370119e7
2020-12-03,central,116.47,123.56,100.11,113.38,1,1,-11,6,-3.0,1.1980743336201074e7
2020-12-03,north,112.02,136.3,,124.16,1,1,-11,5,-3.0,5.544572798273062e6
2020-12-03,zealand,114.53,132.18,96.06,114.25666666666666,8,6,-17,6,-1.0,6.016732081760162e6
2020-12-03,south,111.72,121.73,86.52,106.65666666666665,9,7,-10,5,2.0,1.0687003410062812e7
2020-12-04,capital,111.73,116.25,83.91,103.96333333333332,-11,-6,-24,9,-13.666666666666666,1.4948505758958358e7
2020-12-04,central,128.12,151.61,112.0,130.57666666666668,-1,-2,-13,5,-5.333333333333333,1.225842797361239e7
2020-12-04,north,123.55,160.23,,141.89,-1,4,-12,5,-3.0,5.714945696329042e6
2020-12-04,zealand,120.89,143.47,108.4,124.25333333333333,5,3,-18,6,-3.3333333333333335,6.234565352367016e6
2020-12-04,south,121.45,145.43,95.4,120.75999999999999,4,3,-11,5,-1.3333333333333333,1.1016245206252178e7
2020-12-05,capital,97.56,113.21,78.16,96.30999999999999,-14,-6,-8,4,-9.333333333333334,1.205486213336382e7
2020-12-05,central,112.18,150.21,94.54,118.97666666666667,-1,0,-7,3,-2.6666666666666665,9.475263002396744e6
2020-12-05,north,107.54,140.33,,123.935,1,5,-8,2,-0.6666666666666666,4.3146267950295e6
2020-12-05,zealand,106.37,127.66,110.88,114.96999999999998,1,3,-7,3,-1.0,5.192759206828403e6
2020-12-05,south,104.41,135.2,85.3,108.30333333333333,2,7,-4,3,1.6666666666666667,8.466128080174573e6
2020-12-06,capital,90.79,77.99,64.6,77.79333333333334,-6,-9,-10,3,-8.333333333333334,1.070295463079534e7
2020-12-06,central,107.14,99.15,102.54,102.94333333333334,3,-2,-10,3,-3.0,8.29158555760731e6
2020-12-06,north,104.38,105.2,,104.78999999999999,2,-1,-10,2,-3.0,3.827019524026045e6
2020-12-06,zealand,108.7,104.05,110.88,107.87666666666667,11,4,-7,2,2.6666666666666665,4.690867012093841e6
2020-12-06,south,102.0,97.51,97.57,99.02666666666666,13,1,-7,2,2.3333333333333335,7.435785184886291e6
2020-12-07,capital,96.93,83.48,63.64,81.35000000000001,-7,-12,-30,10,-16.333333333333332,1.3872224418458745e7
2020-12-07,central,110.91,115.59,100.07,108.85666666666667,2,-3,-15,6,-5.333333333333333,1.1486477855140025e7
2020-12-07,north,107.21,123.61,,115.41,3,4,-16,5,-3.0,5.339390618169513e6
2020-12-07,zealand,108.96,115.76,99.57,108.09666666666665,3,0,-20,6,-5.666666666666667,5.86986062103617e6
2020-12-07,south,104.81,120.16,81.47,102.14666666666666,7,1,-11,5,-1.0,1.0249536347039353e7
2020-12-08,capital,101.12,90.7,67.84,86.55333333333333,-2,-8,-30,10,-13.333333333333334,1.4152446293279717e7
2020-12-08,central,111.38,125.01,94.06,110.14999999999999,4,2,-14,6,-2.6666666666666665,1.1804895334747093e7
2020-12-08,north,109.72,132.77,,121.245,7,7,-9,5,1.6666666666666667,5.503351874994365e6
2020-12-08,zealand,107.22,126.48,84.06,105.92,10,5,-18,6,-1.0,5.886527404468426e6
2020-12-08,south,105.53,123.5,84.28,104.43666666666667,13,7,-11,5,3.0,1.0526744285418442e7
2020-12-09,capital,94.86,78.65,69.56,81.02333333333333,-27,-9,-42,15,-26.0,1.3122498962909905e7
2020-12-09,central,108.2,116.41,107.44,110.68333333333334,-6,-1,-20,8,-9.0,1.1348057976444932e7
2020-12-09,north,109.79,136.71,,123.25,3,4,-13,5,-2.0,5.563147278075937e6
2020-12-09,zealand,104.79,130.33,116.28,117.13333333333333,-4,2,-26,9,-9.333333333333334,5.680461179029843e6
2020-12-09,south,107.57,124.24,85.5,105.77,2,5,-15,6,-2.6666666666666665,1.030381135494669e7
2020-12-10,capital,95.71,79.26,63.73,79.56666666666666,-25,-5,-42,15,-24.0,1.3109274060008284e7
2020-12-10,central,108.55,111.94,87.59,102.69333333333334,-4,0,-20,8,-8.0,1.1331764957804449e7
2020-12-10,north,109.99,136.96,,123.475,4,-1,-12,5,-3.0,5.660617548816906e6
2020-12-10,zealand,104.61,122.45,90.32,105.79333333333334,0,5,-28,10,-7.666666666666667,5.751244302990871e6
2020-12-10,south,109.21,122.69,76.04,102.64666666666666,2,4,-15,7,-3.0,1.0340742060365068e7
2020-12-11,capital,94.77,84.21,59.22,79.39999999999999,-29,-10,-43,16,-27.333333333333332,1.3005546421210403e7
2020-12-11,central,106.13,116.38,86.17,102.89333333333333,-12,-6,-22,9,-13.333333333333334,1.1267301521300482e7
2020-12-11,north,110.4,134.54,,122.47,-7,2,-14,6,-6.333333333333333,5.614656722791858e6
2020-12-11,zealand,103.64,122.22,83.03,102.96333333333332,-5,1,-30,10,-11.333333333333334,5.81328065436968e6
2020-12-11,south,109.16,125.18,78.72,104.35333333333334,-5,1,-17,7,-7.0,1.0410403117769457e7
2020-12-12,capital,79.89,76.89,55.95,70.91000000000001,-33,-7,-21,7,-20.333333333333332,1.075496075447624e7
2020-12-12,central,91.23,104.73,76.67,90.87666666666667,-20,0,-16,6,-12.0,8.776721996193625e6
2020-12-12,north,97.14,116.73,,106.935,-11,8,-11,4,-4.666666666666667,4.196867586337944e6
2020-12-12,zealand,92.18,114.94,90.23,99.11666666666667,-13,5,-14,6,-7.333333333333333,4.93130267892181e6
2020-12-12,south,92.63,108.58,73.55,91.58666666666666,-9,9,-8,5,-2.6666666666666665,8.1745773481198605e6
2020-12-13,capital,77.57,65.13,49.72,64.14,-24,-14,-21,6,-19.666666666666668,9.961704995290842e6
2020-12-13,central,91.07,84.77,73.38,83.07333333333332,-11,-4,-16,5,-10.333333333333334,8.041610770662298e6
2020-12-13,north,95.72,105.81,,100.765,-6,1,-13,4,-6.0,3.8421656372977914e6
2020-12-13,zealand,95.28,101.45,88.26,94.99666666666667,-3,2,-14,4,-5.0,4.512814581491921e6
2020-12-13,south,89.72,90.12,76.61,85.48333333333333,3,2,-10,4,-1.6666666666666667,7.387943068803983e6
2020-12-14,capital,93.47,74.94,57.51,75.30666666666666,-22,-15,-46,15,-27.666666666666668,1.2483771459331056e7
2020-12-14,central,102.95,105.44,81.98,96.79,-9,-5,-34,11,-16.0,1.0261382071447976e7
2020-12-14,north,102.16,117.27,,109.715,-4,4,-27,8,-9.0,5.028273804498211e6
2020-12-14,zealand,104.56,119.29,87.75,103.86666666666667,-6,-1,-36,11,-14.333333333333334,5.33218803609992e6
2020-12-14,south,102.36,112.67,73.1,96.04333333333334,-1,1,-20,8,-6.666666666666667,9.8515311012088e6
2020-12-15,capital,95.16,77.15,52.97,75.09333333333333,-23,-10,-45,15,-26.0,1.266882024800559e7
2020-12-15,central,104.94,113.69,80.49,99.70666666666666,-8,1,-34,11,-13.666666666666666,1.0534395489059608e7
2020-12-15,north,104.58,133.7,,119.13999999999999,4,8,-22,8,-3.3333333333333335,5.219279024929292e6
2020-12-15,zealand,106.02,121.37,76.69,101.36,-3,4,-34,11,-11.0,5.440181141350699e6
2020-12-15,south,105.13,117.57,75.27,99.32333333333332,7,8,-21,7,-2.0,1.0068975780724406e7
2020-12-16,capital,96.68,83.92,53.43,78.01,-14,-3,-44,14,-20.333333333333332,1.3310369081831668e7
2020-12-16,central,106.33,120.23,85.57,104.04333333333334,-5,2,-33,11,-12.0,1.0846079004290689e7
2020-12-16,north,104.99,134.23,,119.60999999999999,6,11,-23,8,-2.0,5.321258132918347e6
2020-12-16,zealand,105.12,124.96,80.98,103.68666666666667,3,9,-33,11,-7.0,5.648997319066547e6
2020-12-16,south,104.62,117.72,69.46,97.26666666666667,7,12,-20,8,-0.3333333333333333,1.0249340512686267e7
2020-12-17,capital,98.09,78.48,53.92,76.83,-26,-8,-45,16,-26.333333333333332,1.2907584860696046e7
2020-12-17,central,107.56,114.97,74.88,99.13666666666666,-5,4,-32,12,-11.0,1.0884131833801748e7
2020-12-17,north,109.94,133.0,,121.47,-4,7,-30,10,-9.0,5.141916833205676e6
2020-12-17,zealand,108.59,122.78,81.06,104.14333333333333,4,7,-35,11,-8.0,5.658234554375835e6
2020-12-17,south,108.86,116.25,73.04,99.38333333333334,-1,10,-29,10,-6.666666666666667,9.82764183387923e6
2020-12-18,capital,97.49,88.39,55.32,80.39999999999999,-30,-10,-44,16,-28.0,1.2895081855450142e7
2020-12-18,central,107.69,117.77,69.01,98.15666666666665,-15,-7,-32,12,-18.0,1.0897031325895326e7
2020-12-18,north,110.8,140.43,,125.61500000000001,-15,2,-29,10,-14.0,5.162507073940721e6
2020-12-18,zealand,105.13,132.96,82.95,107.01333333333334,-4,0,-35,11,-13.0,5.764780914246337e6
2020-12-18,south,107.64,122.28,74.5,101.47333333333334,-12,0,-28,10,-13.333333333333334,9.904391006053064e6
2020-12-19,capital,79.2,77.49,47.02,67.90333333333334,-38,-11,-22,8,-23.666666666666668,1.0460536920421872e7
2020-12-19,central,89.86,101.05,65.16,85.35666666666667,-21,-1,-13,6,-11.666666666666666,8.873390571224466e6
2020-12-19,north,95.06,124.58,,109.82,-14,10,-14,5,-6.0,4.217708684096165e6
2020-12-19,zealand,91.39,118.12,80.72,96.74333333333334,-12,1,-13,6,-8.0,4.9397332814645395e6
2020-12-19,south,89.83,111.28,73.48,91.53000000000002,-18,6,-11,6,-7.666666666666667,7.964049153741354e6
2020-12-20,capital,78.41,67.83,46.29,64.17666666666666,-29,-15,-19,6,-21.0,9.659256379633917e6
2020-12-20,central,88.45,84.85,61.91,78.40333333333334,-12,-6,-14,5,-10.666666666666666,8.017307944386205e6
2020-12-20,north,91.74,108.64,,100.19,-11,1,-14,5,-8.0,3.775583379494884e6
2020-12-20,zealand,91.96,105.56,86.03,94.51666666666665,-1,1,-13,5,-4.333333333333333,4.5408031375613e6
2020-12-20,south,85.94,88.68,67.54,80.72000000000001,-5,-1,-13,5,-6.333333333333333,7.213045491574963e6
2020-12-21,capital,96.82,80.47,45.86,74.38333333333333,-16,-6,-58,16,-26.666666666666668,1.17732349384556e7
2020-12-21,central,108.88,109.85,66.21,94.98,2,8,-48,13,-12.666666666666666,1.0096867243722267e7
2020-12-21,north,109.61,125.87,,117.74000000000001,4,21,-47,12,-7.333333333333333,4.841052004766556e6
2020-12-21,zealand,107.11,131.43,77.38,105.30666666666667,8,11,-48,13,-9.666666666666666,5.3714085589045035e6
2020-12-21,south,106.21,117.07,72.72,98.66666666666667,3,12,-44,12,-9.666666666666666,9.200888690055747e6
2020-12-22,capital,99.08,76.09,43.92,73.03000000000002,-17,5,-59,16,-23.666666666666668,1.1753730189134639e7
2020-12-22,central,109.48,106.77,63.25,93.16666666666667,2,18,-51,12,-10.333333333333334,1.0282297028943844e7
2020-12-22,north,112.37,116.0,,114.185,8,28,-47,11,-3.6666666666666665,4.8901907133667255e6
2020-12-22,zealand,108.98,130.74,80.46,106.72666666666667,12,22,-50,13,-5.333333333333333,5.516453824187592e6
2020-12-22,south,107.16,112.29,72.01,97.15333333333332,9,26,-47,11,-4.0,9.439028480844632e6
2020-12-23,capital,84.18,63.7,35.37,61.083333333333336,-16,13,-65,15,-22.666666666666668,1.1385323717203153e7
2020-12-23,central,91.87,86.16,49.38,75.80333333333333,0,25,-63,14,-12.666666666666666,9.762452276439717e6
2020-12-23,north,95.35,99.49,,97.41999999999999,7,36,-60,12,-5.666666666666667,4.7073499657764975e6
2020-12-23,zealand,102.23,119.04,67.01,96.09333333333335,16,31,-57,14,-3.3333333333333335,5.552662440316863e6
2020-12-23,south,94.3,103.13,60.58,86.00333333333333,5,31,-59,13,-7.666666666666667,9.050658443810033e6
2020-12-24,capital,45.26,28.84,25.3,33.13333333333333,-81,-69,-88,16,-79.33333333333333,8.557938201743212e6
2020-12-24,central,49.54,37.81,36.52,41.29,-82,-61,-87,15,-76.66666666666667,7.572638154072192e6
2020-12-24,north,52.29,46.41,,49.349999999999994,-78,-53,-85,13,-72.0,3.819507834861688e6
2020-12-24,zealand,58.72,65.04,49.87,57.876666666666665,-80,-60,-85,15,-75.0,4.565159306222652e6
2020-12-24,south,50.88,48.18,44.6,47.88666666666666,-78,-57,-85,14,-73.33333333333333,7.070053417631111e6
2020-12-25,capital,44.54,37.65,28.31,36.833333333333336,-83,-71,-88,24,-80.66666666666667,8.140876438245615e6
2020-12-25,central,58.95,55.13,49.35,54.47666666666667,-84,-68,-88,21,-80.0,7.177410313532808e6
2020-12-25,north,68.45,70.04,,69.245,-82,-61,-86,21,-76.33333333333333,3.53664170550182e6
2020-12-25,zealand,61.7,86.29,70.52,72.83666666666666,-82,-65,-86,22,-77.66666666666667,4.431908724299751e6
2020-12-25,south,61.98,70.95,57.25,63.39333333333334,-81,-63,-86,21,-76.66666666666667,6.744513846520269e6
2020-12-26,capital,51.37,41.25,32.88,41.833333333333336,-82,-61,-42,8,-61.666666666666664,4.634095618557115e6
2020-12-26,central,70.53,60.93,55.78,62.413333333333334,-80,-50,-39,7,-56.333333333333336,4.157694438532931e6
2020-12-26,north,78.26,74.97,,76.61500000000001,-76,-38,-38,6,-50.666666666666664,2.1318378830151195e6
2020-12-26,zealand,74.06,84.47,74.98,77.83666666666666,-79,-51,-37,8,-55.666666666666664,2.2584616658609635e6
2020-12-26,south,76.01,69.19,70.16,71.78666666666666,-76,-44,-36,7,-52.0,3.6945933043208136e6
2020-12-27,capital,56.41,41.86,39.38,45.88333333333333,-55,-31,-28,7,-38.0,4.799151309360136e6
2020-12-27,central,73.08,57.13,59.29,63.166666666666664,-45,-22,-26,7,-31.0,4.162672250263332e6
2020-12-27,north,78.75,71.21,,74.97999999999999,-45,-16,-27,6,-29.333333333333332,2.116513674830844e6
2020-12-27,zealand,74.12,77.72,85.86,79.23333333333333,-40,-17,-22,7,-26.333333333333332,2.2677172293039784e6
2020-12-27,south,74.15,64.86,71.5,70.17,-42,-18,-26,7,-28.666666666666668,3.6581614829423847e6
2020-12-28,capital,72.96,61.47,45.23,59.88666666666666,-41,-21,-72,20,-44.666666666666664,9.19242403444999e6
2020-12-28,central,89.41,85.2,61.35,78.65333333333334,-33,-8,-71,19,-37.333333333333336,7.796317066799488e6
2020-12-28,north,96.59,94.56,,95.575,-32,1,-71,18,-34.0,3.7087562334681074e6
2020-12-28,zealand,90.87,114.03,86.98,97.29333333333334,-29,-4,-67,19,-33.333333333333336,4.510734089320317e6
2020-12-28,south,89.59,92.77,71.44,84.60000000000001,-32,-3,-67,18,-34.0,7.167364649254602e6
2020-12-29,capital,75.61,64.5,45.63,61.913333333333334,-37,-9,-72,20,-39.333333333333336,9.335894745165812e6
2020-12-29,central,90.3,86.03,64.26,80.19666666666666,-31,2,-71,19,-33.333333333333336,7.7658594916489925e6
2020-12-29,north,95.55,99.51,,97.53,-28,9,-69,18,-29.333333333333332,3.721378988115878e6
2020-12-29,zealand,93.34,110.88,84.83,96.35000000000001,-21,7,-66,18,-26.666666666666668,4.494683062462421e6
2020-12-29,south,87.41,91.27,70.16,82.94666666666667,-28,9,-68,18,-29.0,7.219652312836762e6
