date,cases,deaths,cases_smoothed,deaths_smoothed,population,cases_per_100000,deaths_per_100000,vaccinated,fraction_vaccinated
2020-01-04,0,0,0.0,0.0,331002647,0.0,0.0,0,0.0
2020-01-05,0,0,0.0,0.0,331002647,0.0,0.0,0,0.0
2020-01-06,0,0,0.0,0.0,331002647,0.0,0.0,0,0.0
2020-01-07,0,0,0.0,0.0,331002647,0.0,0.0,0,0.0
2020-01-08,0,0,0.0,0.0,331002647,0.0,0.0,0,0.0
2020-01-09,0,0,0.0,0.0,331002647,0.0,0.0,0,0.0
2020-01-10,0,0,0.0,0.0,331002647,0.0,0.0,0,0.0
2020-01-11,0,0,0.0,0.0,331002647,0.0,0.0,0,0.0
2020-01-12,0,0,0.0,0.0,331002647,0.0,0.0,0,0.0
2020-01-13,0,0,0.0,0.0,331002647,0.0,0.0,0,0.0
2020-01-14,0,0,0.0,0.0,331002647,0.0,0.0,0,0.0
2020-01-15,0,0,0.7142857142857143,0.0,331002647,0.00021579456259928771,0.0,0,0.0
2020-01-16,0,0,0.7142857142857143,0.0,331002647,0.00021579456259928771,0.0,0,0.0
2020-01-17,0,0,0.7142857142857143,0.0,331002647,0.00021579456259928771,0.0,0,0.0
2020-01-18,5,0,0.7142857142857143,0.0,331002647,0.00021579456259928771,0.0,0,0.0
2020-01-19,0,0,1.7142857142857142,0.0,331002647,0.0005179069502382904,0.0,0,0.0
2020-01-20,0,0,1.8571428571428572,0.0,331002647,0.000561065862758148,0.0,0,0.0
2020-01-21,0,0,2.0,0.0,331002647,0.0006042247752780055,0.0,0,0.0
2020-01-22,7,0,1.2857142857142858,0.0,331002647,0.00038843021267871784,0.0,0,0.0
2020-01-23,1,0,1.7142857142857142,0.0,331002647,0.0005179069502382904,0.0,0,0.0
2020-01-24,1,0,1.7142857142857142,0.0,331002647,0.0005179069502382904,0.0,0,0.0
2020-01-25,0,0,1.8571428571428572,0.0,331002647,0.000561065862758148,0.0,0,0.0
2020-01-26,3,0,0.8571428571428571,0.0,331002647,0.0002589534751191452,0.0,0,0.0
2020-01-27,0,0,0.7142857142857143,0.0,331002647,0.00021579456259928771,0.0,0,0.0
2020-01-28,1,0,1.0,0.0,331002647,0.00030211238763900276,0.0,0,0.0
2020-01-29,0,0,1.5714285714285714,0.0,331002647,0.0004747480377184329,0.0,0,0.0
2020-01-30,0,0,1.1428571428571428,0.0,331002647,0.0003452713001588603,0.0,0,0.0
2020-01-31,3,0,4.857142857142857,0.0,331002647,0.0014674030256751562,0.0,0,0.0
2020-02-01,4,0,5.714285714285714,0.0,331002647,0.0017263565007943017,0.0,0,0.0
2020-02-02,0,0,6.428571428571429,0.0,331002647,0.0019421510633935895,0.0,0,0.0
2020-02-03,26,0,6.714285714285714,0.0,331002647,0.0020284688884333046,0.0,0,0.0
2020-02-04,7,0,7.0,0.0,331002647,0.0021147867134730194,0.0,0,0.0
2020-02-05,5,0,7.571428571428571,0.14285714285714285,331002647,0.0022874223635524493,4.315891251985754e-5,0,0.0
2020-02-06,2,0,12.285714285714286,0.14285714285714285,331002647,0.0037116664767077485,4.315891251985754e-5,0,0.0
2020-02-07,5,0,9.857142857142858,0.14285714285714285,331002647,0.0029779649638701704,4.315891251985754e-5,0,0.0
2020-02-08,8,1,10.142857142857142,0.14285714285714285,331002647,0.003064282788909885,4.315891251985754e-5,0,0.0
2020-02-09,33,0,10.571428571428571,0.14285714285714285,331002647,0.003193759526469458,4.315891251985754e-5,0,0.0
2020-02-10,9,0,11.142857142857142,0.14285714285714285,331002647,0.003366395176548888,4.315891251985754e-5,0,0.0
2020-02-11,9,0,11.285714285714286,0.14285714285714285,331002647,0.003409554089068746,4.315891251985754e-5,0,0.0
2020-02-12,8,0,10.857142857142858,0.0,331002647,0.0032800773515091735,0.0,0,0.0
2020-02-13,6,0,8.0,0.0,331002647,0.002416899101112022,0.0,0,0.0
2020-02-14,6,0,9.285714285714286,0.0,331002647,0.0028053293137907404,0.0,0,0.0
2020-02-15,5,0,9.0,0.0,331002647,0.0027190114887510252,0.0,0,0.0
2020-02-16,13,0,10.285714285714286,0.14285714285714285,331002647,0.0031074417014297427,4.315891251985754e-5,0,0.0
2020-02-17,18,0,11.428571428571429,0.14285714285714285,331002647,0.0034527130015886034,4.315891251985754e-5,0,0.0
2020-02-18,7,0,13.0,0.14285714285714285,331002647,0.003927461039307036,4.315891251985754e-5,0,0.0
2020-02-19,17,1,16.0,0.14285714285714285,331002647,0.004833798202224044,4.315891251985754e-5,0,0.0
2020-02-20,14,0,17.428571428571427,0.14285714285714285,331002647,0.005265387327422619,4.315891251985754e-5,0,0.0
2020-02-21,17,0,17.571428571428573,0.14285714285714285,331002647,0.005308546239942477,4.315891251985754e-5,0,0.0
2020-02-22,26,0,20.0,0.14285714285714285,331002647,0.006042247752780056,4.315891251985754e-5,0,0.0
2020-02-23,23,0,23.857142857142858,0.0,331002647,0.00720753839081621,0.0,0,0.0
2020-02-24,19,0,26.857142857142858,0.14285714285714285,331002647,0.008113875553733219,4.315891251985754e-5,0,0.0
2020-02-25,24,0,31.714285714285715,0.14285714285714285,331002647,0.009581278579408374,4.315891251985754e-5,0,0.0
2020-02-26,44,0,33.142857142857146,0.2857142857142857,331002647,0.01001286770460695,8.631782503971507e-5,0,0.0
2020-02-27,35,1,42.142857142857146,0.2857142857142857,331002647,0.012731879193357973,8.631782503971507e-5,0,0.0
2020-02-28,51,0,50.42857142857143,1.1428571428571428,331002647,0.015235096119509713,0.0003452713001588603,0,0.0
2020-02-29,36,1,71.42857142857143,1.5714285714285714,331002647,0.02157945625992877,0.0004747480377184329,0,0.0
2020-03-01,86,0,85.57142857142857,1.7142857142857142,331002647,0.025852188599394664,0.0005179069502382904,0,0.0
2020-03-02,77,6,104.0,2.0,331002647,0.03141968831445629,0.0006042247752780055,0,0.0
2020-03-03,171,3,127.14285714285714,2.5714285714285716,331002647,0.03841143214267321,0.0007768604253574357,0,0.0
2020-03-04,143,1,159.0,3.142857142857143,331002647,0.04803586963460144,0.0009494960754368658,0,0.0
2020-03-05,164,3,196.28571428571428,3.857142857142857,331002647,0.05930034580228426,0.0011652906380361537,0,0.0
2020-03-06,213,4,269.42857142857144,3.5714285714285716,331002647,0.08139770901245133,0.0010789728129964385,0,0.0
2020-03-07,259,5,338.57142857142856,4.0,331002647,0.10228662267206237,0.001208449550556011,0,0.0
2020-03-08,347,5,431.85714285714283,5.857142857142857,331002647,0.13046939254752934,0.0017695154133141589,0,0.0
2020-03-09,589,4,562.0,6.428571428571429,331002647,0.16978716185311957,0.0019421510633935895,0,0.0
2020-03-10,655,6,704.7142857142857,7.285714285714286,331002647,0.21290291546045723,0.0022011045385127346,0,0.0
2020-03-11,796,14,881.7142857142857,8.428571428571429,331002647,0.2663768080725607,0.002546375838671595,0,0.0
2020-03-12,1075,7,1145.142857142857,10.571428571428571,331002647,0.345961842759178,0.003193759526469458,0,0.0
2020-03-13,1212,10,1389.0,12.428571428571429,331002647,0.4196341064305748,0.0037548253892276057,0,0.0
2020-03-14,1498,13,1725.857142857143,15.428571428571429,331002647,0.521402822152399,0.004661162552144615,0,0.0
2020-03-15,2191,20,2179.285714285714,22.285714285714285,331002647,0.6583892104904268,0.006732790353097776,0,0.0
2020-03-16,2296,17,2705.714285714286,29.0,331002647,0.8174298031261018,0.00876125924153108,0,0.0
2020-03-17,3013,27,3290.5714285714284,38.714285714285715,331002647,0.9941223909823986,0.011696065292881393,0,0.0
2020-03-18,3970,62,3983.285714285714,49.42857142857143,331002647,1.2033999577911878,0.01493298373187071,0,0.0
2020-03-19,4760,54,4760.142857142857,58.714285714285715,331002647,1.438098124074173,0.01773831304566145,0,0.0
2020-03-20,5306,78,5682.857142857143,73.57142857142857,331002647,1.716861540039933,0.022226839947726635,0,0.0
2020-03-21,6347,88,6636.285714285715,95.71428571428571,331002647,2.004904122197462,0.028916471388304547,0,0.0
2020-03-22,7629,85,7679.571428571428,117.85714285714286,331002647,2.3200936603299818,0.03560610282888247,0,0.0
2020-03-23,8755,121,9125.57142857143,145.14285714285714,331002647,2.75694817285598,0.04384945512017526,0,0.0
2020-03-24,9687,182,10625.0,185.71428571428572,331002647,3.2099441186644047,0.0561065862758148,0,0.0
2020-03-25,11273,217,11967.142857142857,218.28571428571428,331002647,3.615422101788466,0.06594681833034231,0,0.0
2020-03-26,14882,245,13196.42857142857,252.14285714285714,331002647,3.98680454402184,0.07617548059754856,0,0.0
2020-03-27,15802,362,14547.285714285714,300.7142857142857,331002647,4.394915220809613,0.09084951085430013,0,0.0
2020-03-28,15742,316,15949.857142857143,368.57142857142856,331002647,4.818649423929575,0.11134999430123245,0,0.0
2020-03-29,16234,322,17546.85714285714,441.7142857142857,331002647,5.301122906989062,0.13344735751139952,0,0.0
2020-03-30,18211,461,18941.571428571428,532.1428571428571,331002647,5.722483369920431,0.16076694913646933,0,0.0
2020-03-31,19505,657,20424.428571428572,601.1428571428571,331002647,6.170472881876553,0.18161270388356052,0,0.0
2020-04-01,22452,729,21976.714285714286,687.5714285714286,331002647,6.639437625317324,0.20772384595807433,0,0.0
2020-04-02,24645,878,22729.14285714286,821.0,331002647,6.866755617559415,0.24803427025162128,0,0.0
2020-04-03,26182,845,23631.14285714286,904.1428571428571,331002647,7.139260991209795,0.27315275733817834,0,0.0
2020-04-04,26608,921,24580.428571428572,1007.2857142857143,331002647,7.426051964904247,0.3043134921775155,0,0.0
2020-04-05,21501,1256,25235.571428571428,1106.2857142857142,331002647,7.623978737720313,0.3342226185537768,0,0.0
2020-04-06,24525,1043,25805.571428571428,1184.857142857143,331002647,7.796182798674546,0.35796002043969843,0,0.0
2020-04-07,26150,1379,25840.85714285714,1271.857142857143,331002647,7.806843050066951,0.3842437981642917,0,0.0
2020-04-08,27038,1422,25919.428571428572,1353.2857142857142,331002647,7.830580451952873,0.40884437830061043,0,0.0
2020-04-09,28635,1428,26116.571428571428,1343.0,331002647,7.890139751230276,0.4057369365991807,0,0.0
2020-04-10,26429,1454,25651.14285714286,1373.0,331002647,7.74952801424058,0.4148003082283508,0,0.0
2020-04-11,27158,1491,25120.85714285714,1429.7142857142858,331002647,7.589322130966869,0.4319343964987342,0,0.0
2020-04-12,22881,1184,24437.714285714286,1503.2857142857142,331002647,7.38293621129691,0.4541612364464609,0,0.0
2020-04-13,21267,1253,24262.714285714286,1554.7142857142858,331002647,7.3300665434600845,0.46969844495360963,0,0.0
